-0.7952 1 
0.3082 1 
0.2842 1 
0.7254 1 
0.164 1 
-0.9508 1 
-0.981 1 
0.7636 1 
0.2648 1 
-0.5508 1 
-0.6208 1 
0.2744 1 
-0.0782 1 
-0.5588 1 
0.643 1 
-0.4282 1 
0.6004 1 
-0.0442 1 
-0.9392 1 
0.4682 1 
0.1386 1 
-0.6724 1 
0.9844 1 
0.5384 1 
0.1936 1 
0.9162 1 
-0.1116 1 
-0.144 1 
0.259 1 
0.0892 1 
-0.2294 1 
0.2906 1 
0.3522 1 
-0.4738 1 
0.4684 1 
0.1788 1 
-0.2176 1 
0.035 1 
-0.8616 1 
-0.4432 1 
0.102 1 
0.4456 1 
-0.7952 1 
0.0712 1 
-0.1308 1 
0.6364 1 
-0.6376 1 
-0.4482 1 
-0.556 1 
0.6686 1 
